user_id,experiment_group,retained_after_experiment,total_sessions,converted_to_paid,monthly_revenue
5193,treatment,1,3,0,0
5194,treatment,1,1,0,0
5195,control,0,1,0,0
5195,treatment,0,1,0,0
5196,control,0,1,0,0
5197,control,1,2,1,20
5197,treatment,1,2,0,0
5198,control,1,2,0,0
5199,control,0,1,0,0
5199,treatment,0,1,0,0
5200,control,1,3,1,20
5200,treatment,1,1,1,20
5201,control,1,1,0,0
5201,treatment,1,1,0,0
5202,control,1,2,0,0
5202,treatment,1,1,1,20
5203,control,1,1,0,0
5203,treatment,1,2,1,20
5204,control,0,1,0,0
5204,treatment,1,1,0,0
5205,control,0,1,0,0
5205,treatment,1,1,0,0
5206,control,0,1,0,0
5206,treatment,1,1,0,0
5207,control,1,2,1,20
5207,treatment,1,3,1,20
5208,control,1,2,0,0
5208,treatment,1,2,0,0
5209,control,0,2,0,0
5209,treatment,1,1,1,20
5210,control,0,1,0,0
5210,treatment,0,1,0,0
5211,control,1,1,0,0
5211,treatment,1,1,0,0
5212,control,1,2,0,0
5212,treatment,1,2,0,0
5213,control,1,1,0,0
5213,treatment,1,1,0,0
5214,control,0,2,0,0
5214,treatment,1,2,1,20
5215,control,1,3,0,0
5215,treatment,1,1,0,0
5216,control,1,2,0,0
5216,treatment,1,3,0,0
5217,control,1,1,0,0
5218,treatment,1,1,1,20
5219,control,0,2,0,0
5219,treatment,1,2,0,0
5220,control,0,1,0,0
5221,control,1,1,0,0
5221,treatment,1,2,1,20
5222,control,1,3,0,0
5222,treatment,1,3,1,20
5223,control,1,3,0,0
5223,treatment,1,1,0,0
5224,control,1,1,0,0
5224,treatment,1,1,1,20
5225,control,1,3,0,0
5225,treatment,1,2,0,0
5226,control,0,1,0,0
5226,treatment,0,1,0,0
5227,control,1,1,0,0
5228,control,0,2,0,0
5228,treatment,1,2,1,20
5229,control,1,3,0,0
5229,treatment,1,3,0,0
5230,control,1,1,0,0
5230,treatment,1,2,0,0
5231,control,1,3,0,0
5231,treatment,1,3,1,20
5232,control,1,2,0,0
5232,treatment,1,2,0,0
5233,control,1,2,0,0
5233,treatment,1,3,0,0
5234,control,1,3,0,0
5234,treatment,1,2,0,0
5235,control,0,1,0,0
5235,treatment,0,1,0,0
5236,control,0,1,0,0
5236,treatment,0,3,0,0
5237,control,1,2,0,0
5237,treatment,1,2,0,0
5238,control,0,2,0,0
5238,treatment,1,2,0,0
5239,control,0,2,0,0
5239,treatment,1,3,0,0
5240,control,0,3,0,0
5240,treatment,1,3,0,0
5241,control,1,1,0,0
5241,treatment,1,1,1,20
5242,control,1,2,0,0
5242,treatment,1,1,1,20
5243,control,0,1,0,0
5243,treatment,1,1,1,20
5244,control,1,2,0,0
5244,treatment,1,2,1,20
5245,control,0,3,0,0
5245,treatment,1,3,0,0
5246,control,1,2,0,0
5246,treatment,1,2,0,0
5247,control,1,2,0,0
5247,treatment,1,1,0,0
5248,control,0,1,0,0
5248,treatment,1,2,0,0
5249,control,1,2,1,20
5249,treatment,1,2,0,0
5250,control,0,2,0,0
5250,treatment,1,2,1,20
5251,control,0,2,0,0
5251,treatment,0,2,0,0
5252,treatment,1,3,0,0
5253,control,0,1,0,0
5253,treatment,1,2,0,0
5254,control,1,1,0,0
5254,treatment,1,2,0,0
5255,treatment,0,1,0,0
5256,control,1,1,0,0
5256,treatment,1,1,0,0
5257,control,1,1,0,0
5257,treatment,1,1,0,0
5258,control,1,1,0,0
5258,treatment,1,2,0,0
5259,control,1,2,0,0
5259,treatment,1,2,0,0
5260,control,1,2,0,0
5260,treatment,1,2,0,0
5261,control,1,2,1,20
5261,treatment,1,1,0,0
5262,control,1,1,0,0
5262,treatment,1,1,1,20
5263,control,1,3,0,0
5263,treatment,1,2,0,0
5264,control,0,2,0,0
5264,treatment,1,2,1,20
5265,control,1,1,0,0
5265,treatment,1,1,0,0
5266,control,0,1,0,0
5266,treatment,0,1,0,0
5267,control,0,1,0,0
5267,treatment,0,2,0,0
5268,control,1,2,0,0
5268,treatment,0,1,0,0
5269,control,0,2,0,0
5269,treatment,1,3,0,0
5270,control,0,1,0,0
5270,treatment,1,1,0,0
5271,control,1,1,0,0
5271,treatment,1,2,1,20
5272,control,1,3,0,0
5272,treatment,1,3,0,0
5273,treatment,1,2,1,20
5274,control,1,2,0,0
5274,treatment,1,3,0,0
5275,control,0,1,0,0
5275,treatment,0,1,0,0
5276,treatment,1,2,0,0
5277,control,0,2,0,0
5278,control,1,3,0,0
5278,treatment,1,3,0,0
5279,control,0,2,0,0
5279,treatment,1,2,0,0
5280,control,1,3,1,20
5280,treatment,1,3,1,20
5281,control,1,1,0,0
5281,treatment,1,1,0,0
5282,control,1,1,0,0
5282,treatment,1,1,0,0
5283,control,1,2,0,0
5283,treatment,1,2,0,0
5284,control,0,2,0,0
5284,treatment,1,2,0,0
5285,control,1,2,1,20
5285,treatment,1,3,0,0
5286,control,1,1,1,20
5286,treatment,1,1,1,20
5287,control,1,2,0,0
5288,control,1,1,0,0
5288,treatment,1,1,0,0
5289,control,1,2,0,0
5289,treatment,1,3,1,20
5290,control,1,1,1,20
5290,treatment,1,1,1,20
5291,control,0,1,0,0
5291,treatment,1,1,1,20
5292,control,1,2,1,20
5292,treatment,1,2,0,0
5293,control,0,1,0,0
5293,treatment,1,2,1,20
5294,control,1,2,0,0
5294,treatment,1,1,1,20
5295,control,0,1,0,0
5295,treatment,1,1,0,0
5296,control,0,2,0,0
5296,treatment,1,2,0,0
5297,control,1,2,0,0
5297,treatment,1,2,0,0
5298,control,1,2,1,20
5298,treatment,0,1,0,0
5299,control,1,1,0,0
5299,treatment,1,2,0,0
5300,control,0,1,0,0
5300,treatment,1,1,0,0
5301,control,1,1,1,20
5301,treatment,1,2,0,0
5302,control,1,1,0,0
5302,treatment,1,2,0,0
5303,control,1,3,0,0
5303,treatment,1,3,1,20
5304,control,0,1,0,0
5305,control,1,2,0,0
5305,treatment,1,1,0,0
5306,control,1,3,0,0
5306,treatment,1,3,0,0
5307,treatment,0,1,0,0
5308,control,1,2,0,0
5308,treatment,1,2,0,0
5309,control,1,2,0,0
5309,treatment,1,2,0,0
5310,control,0,2,0,0
5310,treatment,1,2,1,20
5311,control,1,1,0,0
5311,treatment,1,1,0,0
5312,control,0,2,0,0
5312,treatment,1,3,0,0
5313,control,0,1,0,0
5313,treatment,1,1,0,0
5314,control,0,2,0,0
5314,treatment,1,3,0,0
5315,control,0,1,0,0
5316,control,1,2,0,0
5316,treatment,1,2,1,20
5317,treatment,1,1,0,0
5318,control,0,2,0,0
5318,treatment,0,2,0,0
5319,control,1,2,0,0
5319,treatment,1,2,0,0
5320,control,1,2,0,0
5320,treatment,1,2,0,0
5321,control,0,1,0,0
5321,treatment,1,1,0,0
5322,control,1,2,0,0
5322,treatment,1,1,1,20
5323,control,1,3,1,20
5323,treatment,1,3,0,0
5324,control,1,1,1,20
5324,treatment,1,1,0,0
5325,control,0,1,0,0
5325,treatment,1,3,0,0
5326,control,1,1,0,0
5327,control,1,2,0,0
5327,treatment,1,2,0,0
5328,control,1,1,0,0
5328,treatment,1,1,1,20
5329,control,1,1,0,0
5329,treatment,1,3,1,20
5330,control,0,1,0,0
5330,treatment,1,2,1,20
5331,control,0,2,0,0
5331,treatment,1,1,1,20
5332,control,1,3,0,0
5332,treatment,1,2,1,20
5333,treatment,1,1,1,20
5334,control,1,3,0,0
5334,treatment,1,2,1,20
5335,treatment,1,1,1,20
5336,control,1,3,1,20
5336,treatment,1,2,0,0
5337,treatment,1,1,0,0
5338,control,0,1,0,0
5338,treatment,0,2,0,0
5339,control,0,2,0,0
5339,treatment,1,2,0,0
5340,control,0,1,0,0
5340,treatment,0,1,0,0
5341,control,0,1,0,0
5341,treatment,1,1,0,0
5342,control,0,1,0,0
5342,treatment,0,2,0,0
5343,control,0,2,0,0
5343,treatment,0,1,0,0
5344,control,1,1,0,0
5344,treatment,1,3,1,20
5345,control,1,1,0,0
5345,treatment,1,1,1,20
5346,control,1,1,0,0
5346,treatment,1,1,1,20
5347,control,0,1,0,0
5347,treatment,1,1,0,0
5348,control,1,2,0,0
5348,treatment,1,2,1,20
5349,control,0,2,0,0
5349,treatment,1,2,0,0
5350,control,1,2,1,20
5350,treatment,1,2,1,20
5351,control,0,1,0,0
5351,treatment,0,1,0,0
5352,control,1,3,1,20
5352,treatment,1,1,0,0
5353,control,1,3,1,20
5353,treatment,1,2,0,0
5354,control,1,1,0,0
5354,treatment,1,1,0,0
5355,control,0,1,0,0
5355,treatment,1,1,0,0
5356,control,1,1,0,0
5356,treatment,1,1,0,0
5357,control,0,1,0,0
5358,control,1,3,1,20
5358,treatment,1,2,1,20
5359,control,0,1,0,0
5359,treatment,1,1,1,20
5360,control,0,2,0,0
5360,treatment,1,2,0,0
5361,control,1,2,0,0
5361,treatment,1,1,1,20
5362,control,0,2,0,0
5362,treatment,0,1,0,0
5363,control,0,1,0,0
5363,treatment,1,1,0,0
5364,control,0,1,0,0
5364,treatment,0,1,0,0
5365,control,1,1,0,0
5365,treatment,1,2,0,0
5366,control,0,1,0,0
5366,treatment,1,1,0,0
5367,control,1,1,0,0
5367,treatment,1,1,0,0
5368,control,1,1,0,0
5369,control,0,3,0,0
5369,treatment,1,3,0,0
5370,control,1,3,0,0
5370,treatment,0,2,0,0
5371,control,0,1,0,0
5371,treatment,1,1,0,0
5372,control,0,1,0,0
5372,treatment,1,1,0,0
5373,control,1,2,1,20
5373,treatment,1,2,0,0
5374,control,0,2,0,0
5374,treatment,1,2,0,0
5375,control,0,1,0,0
5375,treatment,1,1,1,20
5376,control,1,1,0,0
5376,treatment,1,1,0,0
5377,control,1,2,0,0
5377,treatment,1,2,0,0
5378,control,1,2,0,0
5378,treatment,1,2,0,0
5379,control,1,1,1,20
5379,treatment,1,1,0,0
5380,control,0,3,0,0
5380,treatment,1,3,0,0
5381,control,1,2,0,0
5381,treatment,1,1,0,0
5382,control,0,1,0,0
5382,treatment,1,1,0,0
5383,control,1,1,0,0
5383,treatment,1,1,0,0
5384,control,1,1,0,0
5384,treatment,1,1,0,0
5385,control,1,2,0,0
5385,treatment,1,3,0,0
5386,control,1,3,0,0
5386,treatment,1,1,0,0
5387,control,0,1,0,0
5387,treatment,1,3,0,0
5388,control,0,3,0,0
5388,treatment,1,2,1,20
5389,control,0,2,0,0
5389,treatment,1,1,1,20
5390,control,1,1,0,0
5390,treatment,1,1,0,0
5391,control,0,1,0,0
5391,treatment,1,1,0,0
5392,control,1,3,1,20
5392,treatment,1,3,0,0
5393,control,0,2,0,0
5393,treatment,1,3,0,0
5394,control,1,1,0,0
5394,treatment,1,2,0,0
5395,control,1,1,0,0
5396,control,0,1,0,0
5396,treatment,1,1,0,0
5397,control,0,1,0,0
5397,treatment,1,3,1,20
5398,control,1,2,0,0
5398,treatment,1,3,0,0
5399,control,1,2,0,0
5399,treatment,1,1,1,20
5400,control,0,1,0,0
5400,treatment,1,1,0,0
5401,control,1,3,0,0
5401,treatment,1,3,1,20
5402,control,1,2,0,0
5403,control,1,2,0,0
5403,treatment,1,2,0,0
5404,control,1,2,1,20
5404,treatment,1,2,0,0
5405,control,1,3,1,20
5405,treatment,1,2,0,0
5406,control,0,2,0,0
5406,treatment,1,2,0,0
5407,control,1,1,0,0
5407,treatment,0,1,0,0
5408,control,0,2,0,0
5408,treatment,1,2,0,0
5409,treatment,1,2,1,20
5410,control,0,2,0,0
5410,treatment,1,1,0,0
5411,control,1,1,0,0
5411,treatment,0,1,0,0
5412,control,1,1,0,0
5412,treatment,0,1,0,0
5413,control,1,2,1,20
5413,treatment,1,1,0,0
5414,control,0,3,0,0
5414,treatment,1,2,0,0
5415,control,0,2,0,0
5415,treatment,1,1,0,0
5416,control,1,2,0,0
5416,treatment,1,2,0,0
5417,control,0,2,0,0
5417,treatment,1,2,0,0
5418,control,0,2,0,0
5418,treatment,0,1,0,0
5419,control,0,2,0,0
5419,treatment,1,1,1,20
5420,control,0,1,0,0
5420,treatment,1,1,0,0
5421,control,0,1,0,0
5421,treatment,1,1,1,20
5422,control,1,1,0,0
5422,treatment,1,2,0,0
5423,control,1,3,0,0
5423,treatment,0,1,0,0
5424,control,1,2,1,20
5424,treatment,1,2,1,20
5425,control,1,1,1,20
5425,treatment,1,1,0,0
5426,control,1,2,0,0
5426,treatment,1,2,0,0
5427,control,1,2,0,0
5427,treatment,0,1,0,0
5428,control,1,3,0,0
5428,treatment,1,3,0,0
5429,control,1,3,0,0
5429,treatment,1,3,0,0
5430,control,0,1,0,0
5430,treatment,0,1,0,0
5431,control,0,1,0,0
5431,treatment,1,1,0,0
5432,control,1,1,0,0
5433,control,1,2,0,0
5433,treatment,1,1,0,0
5434,control,1,3,0,0
5434,treatment,1,2,0,0
5435,control,0,2,0,0
5435,treatment,1,2,0,0
5436,control,0,1,0,0
5436,treatment,1,1,0,0
5437,control,1,3,0,0
5437,treatment,1,3,0,0
5438,control,0,2,0,0
5438,treatment,1,3,0,0
5439,control,0,1,0,0
5439,treatment,1,1,1,20
5440,control,1,2,0,0
5440,treatment,1,2,0,0
5441,treatment,1,1,1,20
5442,control,1,3,0,0
5442,treatment,1,2,0,0
5443,control,1,1,0,0
5444,treatment,1,2,1,20
5445,treatment,1,1,0,0
5446,control,0,2,0,0
5446,treatment,0,1,0,0
5447,control,0,2,0,0
5447,treatment,1,1,0,0
5448,control,0,2,0,0
5448,treatment,1,2,0,0
5449,control,0,3,0,0
5449,treatment,1,3,1,20
5450,control,0,1,0,0
5450,treatment,1,1,0,0
5451,control,1,3,0,0
5451,treatment,1,2,0,0
5452,control,0,2,0,0
5452,treatment,0,1,0,0
5453,control,1,1,1,20
5453,treatment,1,2,0,0
5454,control,1,1,0,0
5454,treatment,1,1,1,20
5455,control,0,2,0,0
5455,treatment,1,3,0,0
5456,control,0,1,0,0
5457,control,1,1,0,0
5457,treatment,1,1,1,20
5458,control,0,3,0,0
5458,treatment,1,3,0,0
5459,control,0,1,0,0
5460,control,1,1,0,0
5460,treatment,1,1,0,0
5461,control,0,2,0,0
5461,treatment,1,1,0,0
5462,control,1,2,0,0
5462,treatment,1,3,0,0
5463,control,0,1,0,0
5463,treatment,1,1,1,20
5464,control,1,1,1,20
5464,treatment,1,1,0,0
5465,control,1,1,0,0
5465,treatment,1,1,0,0
5466,control,1,2,0,0
5466,treatment,1,2,0,0
5467,control,1,3,0,0
5467,treatment,1,2,1,20
5468,control,1,2,0,0
5468,treatment,1,2,0,0
5469,control,1,3,1,20
5469,treatment,1,2,0,0
5470,control,1,2,0,0
5470,treatment,1,3,1,20
5471,control,1,3,0,0
5471,treatment,1,1,1,20
5472,control,0,1,0,0
5472,treatment,1,1,0,0
5473,treatment,0,1,0,0
5474,control,0,2,0,0
5474,treatment,1,2,0,0
5475,control,1,2,0,0
5475,treatment,1,1,0,0
5476,control,1,1,0,0
5476,treatment,1,2,0,0
5477,control,0,1,0,0
5477,treatment,1,1,0,0
5478,control,1,3,1,20
5478,treatment,1,3,1,20
5479,control,1,1,0,0
5479,treatment,1,2,0,0
5480,control,0,1,0,0
5481,control,1,1,0,0
5482,control,0,2,0,0
5482,treatment,1,1,0,0
5483,control,1,2,0,0
5483,treatment,1,3,0,0
5484,control,0,2,0,0
5484,treatment,1,3,0,0
5485,control,1,3,0,0
5485,treatment,1,2,0,0
5486,control,1,2,1,20
5486,treatment,1,1,0,0
5487,control,1,1,1,20
5487,treatment,1,1,0,0
5488,control,0,2,0,0
5488,treatment,1,2,0,0
5489,control,0,3,0,0
5489,treatment,0,1,0,0
5490,treatment,1,1,1,20
5491,control,0,3,0,0
5491,treatment,1,2,1,20
5492,control,0,1,0,0
5492,treatment,1,2,0,0
5493,control,1,3,0,0
5493,treatment,1,1,0,0
5494,control,0,2,0,0
5494,treatment,1,2,0,0
5495,control,0,1,0,0
5495,treatment,0,1,0,0
5496,control,1,2,0,0
5496,treatment,1,3,0,0
5497,control,0,1,0,0
5497,treatment,1,1,0,0
5498,control,0,1,0,0
5498,treatment,1,2,0,0
5499,control,0,2,0,0
5499,treatment,1,1,0,0
5500,control,1,3,0,0
5500,treatment,1,3,0,0
5501,control,0,1,0,0
5501,treatment,1,2,0,0
5502,control,1,3,0,0
5502,treatment,1,1,0,0
5503,control,0,3,0,0
5503,treatment,1,2,0,0
5504,control,1,2,1,20
5504,treatment,1,2,0,0
5505,control,0,1,0,0
5505,treatment,1,3,0,0
5506,control,1,1,1,20
5507,control,1,1,0,0
5507,treatment,1,1,0,0
5508,control,1,2,0,0
5508,treatment,1,1,0,0
5509,control,0,3,0,0
5509,treatment,1,1,0,0
5510,control,0,1,0,0
5510,treatment,1,1,0,0
5511,control,0,2,0,0
5511,treatment,1,1,0,0
5512,treatment,1,1,1,20
5513,control,0,1,0,0
5514,control,1,1,0,0
5514,treatment,1,1,1,20
5515,control,0,2,0,0
5515,treatment,1,3,0,0
5516,control,0,3,0,0
5516,treatment,1,3,1,20
5517,control,0,1,0,0
5517,treatment,0,1,0,0
5518,control,1,1,1,20
5518,treatment,0,1,0,0
5519,control,0,1,0,0
5519,treatment,0,1,0,0
5520,control,1,2,0,0
5520,treatment,1,2,0,0
5521,control,0,1,0,0
5521,treatment,1,1,0,0
5522,control,1,1,0,0
5522,treatment,1,1,0,0
5523,control,1,1,0,0
5523,treatment,1,1,0,0
5524,control,1,2,0,0
5524,treatment,1,1,1,20
5525,control,1,1,0,0
5525,treatment,1,1,1,20
5526,control,1,3,0,0
5526,treatment,1,2,0,0
5527,control,1,3,0,0
5527,treatment,1,3,0,0
5528,control,1,2,1,20
5528,treatment,1,2,0,0
5529,control,1,1,1,20
5530,control,1,2,0,0
5530,treatment,1,3,0,0
5531,control,1,3,0,0
5531,treatment,1,2,0,0
5532,control,1,1,0,0
5532,treatment,0,1,0,0
5533,control,1,1,0,0
5533,treatment,1,2,0,0
5534,control,0,1,0,0
5535,control,0,2,0,0
5535,treatment,1,1,0,0
5536,control,1,1,0,0
5537,control,0,1,0,0
5537,treatment,1,2,1,20
5538,control,1,2,0,0
5538,treatment,1,1,0,0
5539,control,1,3,0,0
5539,treatment,1,3,0,0
5540,control,1,2,0,0
5540,treatment,1,3,1,20
5541,control,0,2,0,0
5541,treatment,1,2,0,0
5542,control,0,2,0,0
5542,treatment,0,2,0,0
5543,control,0,2,0,0
5543,treatment,1,2,0,0
5544,control,1,3,0,0
5544,treatment,1,2,0,0
5545,treatment,1,2,0,0
5546,control,1,1,1,20
5546,treatment,1,3,1,20
5547,control,1,2,0,0
5547,treatment,1,3,1,20
5548,control,0,1,0,0
5549,control,0,1,0,0
5550,control,1,2,0,0
5550,treatment,1,2,0,0
5551,control,1,2,0,0
5551,treatment,1,2,0,0
5552,control,0,2,0,0
5552,treatment,1,2,0,0
5553,control,0,1,0,0
5554,control,0,2,0,0
5554,treatment,1,3,0,0
5555,control,1,3,1,20
5555,treatment,1,2,0,0
5556,control,1,2,0,0
5556,treatment,1,2,0,0
5557,control,1,2,0,0
5557,treatment,1,3,1,20
5558,control,1,3,0,0
5558,treatment,1,2,0,0
5559,control,1,2,0,0
5559,treatment,1,1,0,0
5560,control,1,2,0,0
5560,treatment,1,1,0,0
5561,control,1,1,1,20
5561,treatment,1,2,0,0
5562,control,0,1,0,0
5562,treatment,0,1,0,0
5563,control,1,1,1,20
5563,treatment,1,1,0,0
5564,control,0,3,0,0
5564,treatment,1,1,1,20
5565,control,1,3,1,20
5565,treatment,1,1,0,0
5566,control,0,1,0,0
5566,treatment,1,1,0,0
5567,control,1,1,1,20
5567,treatment,1,1,0,0
5568,control,0,3,0,0
5568,treatment,1,3,1,20
5569,control,0,3,0,0
5569,treatment,1,3,0,0
5570,control,0,1,0,0
5570,treatment,0,2,0,0
5571,control,1,1,0,0
5571,treatment,1,1,1,20
5572,control,1,2,1,20
5572,treatment,1,2,0,0
5573,control,1,2,0,0
5573,treatment,1,1,1,20
5574,control,1,1,1,20
5574,treatment,0,1,0,0
5575,treatment,0,1,0,0
5576,control,0,1,0,0
5576,treatment,1,2,0,0
5577,treatment,1,1,0,0
5578,control,1,1,0,0
5578,treatment,0,1,0,0
5579,control,1,1,1,20
5579,treatment,1,1,0,0
5580,control,1,2,0,0
5580,treatment,1,3,0,0
5581,control,1,1,0,0
5581,treatment,0,1,0,0
5582,control,0,1,0,0
5583,control,1,2,0,0
5583,treatment,1,3,1,20
5584,control,1,1,0,0
5584,treatment,1,1,0,0
5585,control,0,2,0,0
5585,treatment,1,3,0,0
5586,control,0,2,0,0
5586,treatment,1,1,1,20
5587,control,1,2,1,20
5588,control,0,1,0,0
5588,treatment,0,1,0,0
5589,control,0,1,0,0
5589,treatment,1,1,0,0
5590,control,0,2,0,0
5590,treatment,1,3,0,0
5591,control,1,2,1,20
5591,treatment,1,1,0,0
5592,control,1,2,1,20
5592,treatment,1,2,0,0
5593,control,0,1,0,0
5593,treatment,1,1,1,20
5594,control,1,1,0,0
5594,treatment,1,1,0,0
5595,control,0,2,0,0
5595,treatment,1,2,0,0
5596,control,1,3,1,20
5596,treatment,1,3,1,20
5597,control,0,1,0,0
5597,treatment,1,3,1,20
5598,control,1,1,1,20
5598,treatment,1,1,1,20
5599,control,1,2,0,0
5599,treatment,1,2,0,0
5600,control,1,2,0,0
5600,treatment,1,3,0,0
5601,control,0,1,0,0
5602,control,1,1,0,0
5603,control,1,2,0,0
5603,treatment,1,2,0,0
5604,control,1,1,0,0
5604,treatment,1,2,0,0
5605,control,0,2,0,0
5605,treatment,1,2,0,0
5606,control,0,2,0,0
5606,treatment,1,3,0,0
5607,control,1,2,1,20
5607,treatment,1,2,1,20
5608,control,1,2,1,20
5608,treatment,1,2,1,20
5609,control,1,2,0,0
5609,treatment,1,1,1,20
5610,control,1,2,0,0
5610,treatment,1,3,0,0
5611,control,1,1,0,0
5611,treatment,1,2,0,0
5612,control,1,1,0,0
5612,treatment,1,1,0,0
5613,control,1,3,0,0
5613,treatment,1,3,0,0
5614,control,0,1,0,0
5614,treatment,1,3,0,0
5615,control,1,3,1,20
5615,treatment,1,2,0,0
5616,control,0,3,0,0
5616,treatment,1,1,0,0
5617,control,1,1,1,20
5618,control,1,1,0,0
5618,treatment,0,1,0,0
5619,control,1,2,0,0
5619,treatment,1,3,0,0
5620,control,0,1,0,0
5621,control,0,1,0,0
5621,treatment,0,1,0,0
5622,control,1,2,0,0
5622,treatment,1,2,0,0
5623,control,1,1,1,20
5623,treatment,1,1,1,20
5624,control,1,1,0,0
5624,treatment,1,1,0,0
5625,treatment,1,1,0,0
5626,control,0,2,0,0
5626,treatment,1,2,0,0
5627,control,1,3,1,20
5627,treatment,1,3,1,20
5628,control,1,1,1,20
5628,treatment,1,1,0,0
5629,control,1,1,0,0
5629,treatment,1,1,0,0
5630,control,1,2,1,20
5630,treatment,1,3,1,20
5631,control,0,3,0,0
5631,treatment,1,2,1,20
5632,control,1,3,0,0
5632,treatment,1,3,1,20
5633,control,1,2,0,0
5633,treatment,1,1,1,20
5634,control,1,2,0,0
5634,treatment,1,2,1,20
5635,control,0,3,0,0
5635,treatment,1,3,1,20
5636,control,0,3,0,0
5636,treatment,1,2,0,0
5637,control,1,3,0,0
5637,treatment,1,3,0,0
5638,control,0,2,0,0
5638,treatment,1,2,0,0
5639,control,1,2,0,0
5639,treatment,1,2,1,20
5640,control,1,3,0,0
5640,treatment,1,2,0,0
5641,control,0,2,0,0
5641,treatment,1,3,1,20
5642,control,0,2,0,0
5642,treatment,1,2,1,20
5643,treatment,1,1,1,20
5644,control,0,1,0,0
5644,treatment,1,1,0,0
5645,control,1,1,1,20
5645,treatment,1,1,0,0
5646,control,1,1,1,20
5646,treatment,1,1,0,0
5647,treatment,1,1,0,0
5648,control,1,1,0,0
5648,treatment,1,1,0,0
5649,control,0,3,0,0
5649,treatment,1,3,0,0
5650,control,0,1,0,0
5650,treatment,1,1,0,0
5651,treatment,0,1,0,0
5652,control,0,1,0,0
5652,treatment,1,1,0,0
5653,treatment,1,2,0,0
5654,control,0,1,0,0
5654,treatment,0,1,0,0
5655,control,1,1,0,0
5655,treatment,1,2,0,0
5656,control,1,1,1,20
5656,treatment,1,1,0,0
5657,control,0,1,0,0
5658,control,1,1,0,0
5658,treatment,1,1,1,20
5659,control,0,2,0,0
5659,treatment,0,2,0,0
5660,control,0,1,0,0
5660,treatment,1,2,0,0
5661,control,1,2,1,20
5661,treatment,0,1,0,0
5662,control,0,2,0,0
5662,treatment,1,2,1,20
5663,control,1,2,1,20
5663,treatment,1,2,0,0
5664,control,0,2,0,0
5664,treatment,0,1,0,0
5665,treatment,1,2,1,20
5666,control,1,3,1,20
5666,treatment,1,3,1,20
5667,control,1,1,0,0
5667,treatment,0,1,0,0
5668,control,0,1,0,0
5668,treatment,1,1,0,0
5669,control,0,1,0,0
5669,treatment,1,3,0,0
5670,control,0,2,0,0
5670,treatment,1,2,1,20
5671,control,1,2,0,0
5671,treatment,1,1,0,0
5672,control,1,2,1,20
5672,treatment,1,1,0,0
5673,control,0,3,0,0
5673,treatment,1,1,0,0
5674,control,1,2,1,20
5674,treatment,1,2,0,0
5675,control,1,1,0,0
5675,treatment,1,1,0,0
5676,control,0,1,0,0
5676,treatment,1,1,0,0
5677,control,1,3,0,0
5677,treatment,1,3,0,0
5678,treatment,1,2,0,0
5679,control,1,1,0,0
5679,treatment,1,3,0,0
5680,control,0,1,0,0
5681,control,1,3,0,0
5681,treatment,1,1,0,0
5682,control,1,1,0,0
5682,treatment,1,1,0,0
5683,control,0,1,0,0
5683,treatment,1,1,0,0
5684,control,1,3,1,20
5684,treatment,1,3,0,0
5685,treatment,1,2,1,20
5686,control,1,3,1,20
5686,treatment,1,3,0,0
5687,control,1,1,1,20
5687,treatment,1,1,0,0
5688,control,0,1,0,0
5688,treatment,1,1,0,0
5689,control,0,3,0,0
5689,treatment,1,2,0,0
5690,control,1,2,1,20
5690,treatment,1,1,1,20
5691,control,0,2,0,0
5691,treatment,1,2,0,0
5692,control,0,2,0,0
5692,treatment,1,2,0,0
5693,control,1,2,0,0
5693,treatment,1,2,0,0
5694,control,1,3,0,0
5694,treatment,0,2,0,0
5695,control,0,1,0,0
5695,treatment,1,1,0,0
5696,control,1,3,1,20
5696,treatment,1,2,1,20
5697,control,1,2,1,20
5697,treatment,1,1,1,20
